Id,Name,Address1,Address2,Address3,Address4,CityId,City,Pincode,Phone,ServiceCenterNo,TKMZoneId,URL,ServiceEmergNo,FacilityId,Facility,Area,Latitude,Longitude,IsUtrustAvailability,IsSatelliteDealer,HubDealerId,IsDeactivateDealer,IsTestDriveAlertEnabled,IsBuyNowAlertEnabled,IsBrochureAlertEnabled,IsGrievanceAlertEnabled,IsInsuranceAlertEnabled,IsFinanceAlertEnabled,IsBecomeDealerAlertEnabled,IsTFSINOutlet,IsTFSINAlertEnabled,IsEM60,Kms
225,Globe Toyota,"Globe Automobiles Pvt. Ltd.,","NH 73 (New NH 7),","Village Mauja Kail,","Tehsil Jagadhari,",209,,135003,"1800 200 3150,+91 83980 00311",+91 83980 00388,0,http://www.globetoyota.com,+91 83980 00355,3,,Tehsil Jagadhari,30.19040000,77.24380000,true,false,,false,false,false,false,false,false,false,false,false,false,true,0
